File Version,BWSpec4.11_1
Run Name,
Product Name,
Batch No,
Lot No,
Sample Suppler,
Sample Notes,
Date,2022-04-26 18:09:49
title,ZAFB
model,BRC112P-V
c code,ZAFB
operator,
382,482.36,20731.51,-20731.51,27.0000,65535.0000,115.0000,88.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
383,482.78,20713.57,-20713.57,0.0000,65535.0000,43.0000,43.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
384,483.19,20695.66,-20695.66,71.0000,65535.0000,65.0000,-6.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
385,483.61,20677.79,-20677.79,0.0000,65535.0000,135.0000,135.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
386,484.03,20659.95,-20659.95,1.0000,65535.0000,79.0000,78.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
387,484.45,20642.14,-20642.14,0.0000,65535.0000,61.0000,61.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
388,484.86,20624.37,-20624.37,27.0000,65535.0000,89.0000,62.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
389,485.28,20606.63,-20606.63,15.0000,65535.0000,0.0000,-15.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
390,485.70,20588.92,-20588.92,13.0000,65535.0000,43.0000,30.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
391,486.12,20571.25,-20571.25,0.0000,65535.0000,59.0000,59.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
392,486.53,20553.61,-20553.61,0.0000,65535.0000,141.0000,141.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
393,486.95,20536.01,-20536.01,25.0000,65535.0000,149.0000,124.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
394,487.37,20518.43,-20518.43,0.0000,65535.0000,83.0000,83.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
395,487.78,20500.89,-20500.89,0.0000,65535.0000,89.0000,89.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
396,488.20,20483.39,-20483.39,0.0000,65535.0000,35.0000,35.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
397,488.62,20465.91,-20465.91,0.0000,65535.0000,135.0000,135.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
398,489.03,20448.47,-20448.47,0.0000,65535.0000,147.0000,147.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
399,489.45,20431.06,-20431.06,75.0000,65535.0000,85.0000,10.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
400,489.87,20413.68,-20413.68,0.0000,65535.0000,65.0000,65.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
401,490.28,20396.34,-20396.34,0.0000,65535.0000,65.0000,65.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
402,490.70,20379.03,-20379.03,23.0000,65535.0000,55.0000,32.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
403,491.12,20361.75,-20361.75,47.0000,65535.0000,47.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
404,491.53,20344.50,-20344.50,0.0000,65535.0000,41.0000,41.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
405,491.95,20327.29,-20327.29,0.0000,65535.0000,105.0000,105.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
406,492.37,20310.10,-20310.10,0.0000,65535.0000,43.0000,43.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
407,492.78,20292.95,-20292.95,1.0000,65535.0000,25.0000,24.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
408,493.20,20275.83,-20275.83,13.0000,65535.0000,117.0000,104.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
409,493.61,20258.74,-20258.74,29.0000,65535.0000,149.0000,120.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
410,494.03,20241.68,-20241.68,0.0000,65535.0000,161.0000,161.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
411,494.45,20224.66,-20224.66,71.0000,65535.0000,143.0000,72.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
412,494.86,20207.67,-20207.67,61.0000,65535.0000,155.0000,94.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
413,495.28,20190.70,-20190.70,0.0000,65535.0000,75.0000,75.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
414,495.69,20173.77,-20173.77,41.0000,65535.0000,67.0000,26.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
415,496.11,20156.87,-20156.87,17.0000,65535.0000,145.0000,128.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
416,496.52,20140.00,-20140.00,0.0000,65535.0000,173.0000,173.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
417,496.94,20123.17,-20123.17,31.0000,65535.0000,157.0000,126.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
418,497.36,20106.36,-20106.36,49.0000,65535.0000,59.0000,10.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
419,497.77,20089.58,-20089.58,79.0000,65535.0000,129.0000,50.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
420,498.19,20072.84,-20072.84,1.0000,65535.0000,225.0000,224.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
421,498.60,20056.12,-20056.12,63.0000,65535.0000,363.0000,300.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
422,499.02,20039.44,-20039.44,19.0000,65535.0000,253.0000,234.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
423,499.43,20022.78,-20022.78,153.0000,65535.0000,343.0000,190.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
424,499.85,20006.16,-20006.16,67.0000,65535.0000,301.0000,234.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
425,500.26,19989.57,-19989.57,179.0000,65535.0000,371.0000,192.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
426,500.68,19973.01,-19973.01,203.0000,65535.0000,471.0000,268.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
427,501.09,19956.47,-19956.47,47.0000,65535.0000,549.0000,502.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
428,501.51,19939.97,-19939.97,99.0000,65535.0000,557.0000,458.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
429,501.92,19923.50,-19923.50,231.0000,65535.0000,641.0000,410.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
430,502.33,19907.06,-19907.06,269.0000,65535.0000,767.0000,498.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
431,502.75,19890.64,-19890.64,323.0000,65535.0000,753.0000,430.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
432,503.16,19874.26,-19874.26,225.0000,65535.0000,1007.0000,782.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
433,503.58,19857.91,-19857.91,359.0000,65535.0000,1213.0000,854.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
434,503.99,19841.58,-19841.58,437.0000,65535.0000,1245.0000,808.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
435,504.41,19825.29,-19825.29,499.0000,65535.0000,1423.0000,924.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
436,504.82,19809.03,-19809.03,461.0000,65535.0000,1521.0000,1060.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
437,505.23,19792.79,-19792.79,581.0000,65535.0000,1621.0000,1040.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
438,505.65,19776.59,-19776.59,717.0000,65535.0000,1927.0000,1210.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
439,506.06,19760.41,-19760.41,743.0000,65535.0000,2191.0000,1448.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
440,506.48,19744.26,-19744.26,847.0000,65535.0000,2587.0000,1740.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
441,506.89,19728.14,-19728.14,883.0000,65535.0000,3019.0000,2136.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
442,507.30,19712.05,-19712.05,1073.0000,65535.0000,3147.0000,2074.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
443,507.72,19695.99,-19695.99,1281.0000,65535.0000,3239.0000,1958.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
444,508.13,19679.96,-19679.96,1281.0000,65535.0000,3357.0000,2076.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
445,508.54,19663.96,-19663.96,1337.0000,65535.0000,3649.0000,2312.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
446,508.96,19647.98,-19647.98,1341.0000,65535.0000,4051.0000,2710.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
447,509.37,19632.04,-19632.04,1601.0000,65535.0000,5045.0000,3444.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
448,509.78,19616.12,-19616.12,1797.0000,65535.0000,5799.0000,4002.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
449,510.20,19600.23,-19600.23,1927.0000,65535.0000,6137.0000,4210.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
450,510.61,19584.37,-19584.37,2125.0000,65535.0000,6605.0000,4480.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
451,511.02,19568.54,-19568.54,2167.0000,65535.0000,7111.0000,4944.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
452,511.44,19552.74,-19552.74,2631.0000,65535.0000,7635.0000,5004.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
453,511.85,19536.96,-19536.96,2745.0000,65535.0000,8165.0000,5420.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
454,512.26,19521.21,-19521.21,2917.0000,65535.0000,8581.0000,5664.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
455,512.68,19505.49,-19505.49,3085.0000,65535.0000,8971.0000,5886.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
456,513.09,19489.80,-19489.80,3331.0000,65535.0000,9655.0000,6324.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
457,513.50,19474.14,-19474.14,3381.0000,65535.0000,10343.0000,6962.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
458,513.91,19458.50,-19458.50,3449.0000,65535.0000,11185.0000,7736.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
459,514.33,19442.89,-19442.89,3343.0000,65535.0000,11827.0000,8484.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
460,514.74,19427.31,-19427.31,3595.0000,65535.0000,11879.0000,8284.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
461,515.15,19411.76,-19411.76,4061.0000,65535.0000,12393.0000,8332.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
462,515.56,19396.23,-19396.23,4103.0000,65535.0000,13549.0000,9446.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
463,515.98,19380.74,-19380.74,4253.0000,65535.0000,14889.0000,10636.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
464,516.39,19365.26,-19365.26,4311.0000,65535.0000,16467.0000,12156.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
465,516.80,19349.82,-19349.82,4547.0000,65535.0000,17233.0000,12686.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
466,517.21,19334.40,-19334.40,4655.0000,65535.0000,16969.0000,12314.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
467,517.62,19319.02,-19319.02,4641.0000,65535.0000,16173.0000,11532.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
468,518.04,19303.65,-19303.65,4991.0000,65535.0000,17439.0000,12448.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
469,518.45,19288.32,-19288.32,5429.0000,65535.0000,18941.0000,13512.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
470,518.86,19273.01,-19273.01,5515.0000,65535.0000,20129.0000,14614.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
471,519.27,19257.73,-19257.73,5441.0000,65535.0000,20219.0000,14778.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
472,519.68,19242.47,-19242.47,5469.0000,65535.0000,21455.0000,15986.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
473,520.10,19227.25,-19227.25,5381.0000,65535.0000,22829.0000,17448.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
474,520.51,19212.04,-19212.04,5623.0000,65535.0000,24041.0000,18418.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
475,520.92,19196.87,-19196.87,5641.0000,65535.0000,25803.0000,20162.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
476,521.33,19181.72,-19181.72,6397.0000,65535.0000,26891.0000,20494.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
477,521.74,19166.60,-19166.60,6729.0000,65535.0000,26288.0000,19559.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
478,522.15,19151.50,-19151.50,6809.0000,65535.0000,25991.0000,19182.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
479,522.56,19136.43,-19136.43,7047.0000,65535.0000,26613.0000,19566.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
480,522.97,19121.39,-19121.39,7039.0000,65535.0000,27383.0000,20344.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
481,523.39,19106.38,-19106.38,7157.0000,65535.0000,27575.0000,20418.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
482,523.80,19091.38,-19091.38,6983.0000,65535.0000,28330.0000,21347.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
483,524.21,19076.42,-19076.42,7195.0000,65535.0000,28891.0000,21696.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
484,524.62,19061.48,-19061.48,7263.0000,65535.0000,29537.0000,22274.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
485,525.03,19046.57,-19046.57,7389.0000,65535.0000,29113.0000,21724.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
486,525.44,19031.68,-19031.68,7235.0000,65535.0000,30957.0000,23722.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
487,525.85,19016.82,-19016.82,7605.0000,65535.0000,31705.0000,24100.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
488,526.26,19001.99,-19001.99,7749.0000,65535.0000,34013.0000,26264.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
489,526.67,18987.18,-18987.18,7809.0000,65535.0000,35016.0000,27207.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
490,527.08,18972.39,-18972.39,8507.0000,65535.0000,35322.0000,26815.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
491,527.49,18957.63,-18957.63,8531.0000,65535.0000,34839.0000,26308.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
492,527.90,18942.90,-18942.90,8161.0000,65535.0000,35528.0000,27367.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
493,528.31,18928.19,-18928.19,8009.0000,65535.0000,36174.0000,28165.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
494,528.72,18913.51,-18913.51,7773.0000,65535.0000,33916.0000,26143.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
495,529.13,18898.85,-18898.85,7775.0000,65535.0000,33354.0000,25579.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
496,529.54,18884.22,-18884.22,8097.0000,65535.0000,33235.0000,25138.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
497,529.95,18869.61,-18869.61,8359.0000,65535.0000,33950.0000,25591.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
498,530.36,18855.03,-18855.03,8677.0000,65535.0000,33938.0000,25261.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
499,530.77,18840.47,-18840.47,8843.0000,65535.0000,35002.0000,26159.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
500,531.18,18825.94,-18825.94,8739.0000,65535.0000,37610.0000,28871.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
501,531.59,18811.43,-18811.43,8393.0000,65535.0000,43264.0000,34871.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
502,532.00,18796.95,-18796.95,8053.0000,65535.0000,43084.0000,35031.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
503,532.41,18782.49,-18782.49,8555.0000,65535.0000,40234.0000,31679.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
504,532.82,18768.06,-18768.06,8983.0000,65535.0000,40151.0000,31168.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
505,533.23,18753.65,-18753.65,8775.0000,65535.0000,38518.0000,29743.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
506,533.64,18739.27,-18739.27,9325.0000,65535.0000,38284.0000,28959.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
507,534.05,18724.91,-18724.91,9357.0000,65535.0000,37298.0000,27941.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
508,534.46,18710.57,-18710.57,9551.0000,65535.0000,38378.0000,28827.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
509,534.87,18696.26,-18696.26,9855.0000,65535.0000,41066.0000,31211.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
510,535.28,18681.98,-18681.98,9625.0000,65535.0000,43468.0000,33843.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
511,535.68,18667.72,-18667.72,9565.0000,65535.0000,44780.0000,35215.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
512,536.09,18653.48,-18653.48,9629.0000,65535.0000,46246.0000,36617.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
513,536.50,18639.26,-18639.26,9307.0000,65535.0000,46774.0000,37467.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
514,536.91,18625.07,-18625.07,8989.0000,65535.0000,46638.0000,37649.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
515,537.32,18610.91,-18610.91,9301.0000,65535.0000,46234.0000,36933.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
516,537.73,18596.77,-18596.77,9493.0000,65535.0000,47768.0000,38275.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
517,538.14,18582.65,-18582.65,9445.0000,65535.0000,48916.0000,39471.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
518,538.54,18568.55,-18568.55,9621.0000,65535.0000,48010.0000,38389.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
519,538.95,18554.48,-18554.48,9483.0000,65535.0000,46418.0000,36935.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
520,539.36,18540.44,-18540.44,10363.0000,65535.0000,49394.0000,39031.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
521,539.77,18526.41,-18526.41,11159.0000,65535.0000,50342.0000,39183.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
522,540.18,18512.42,-18512.42,11271.0000,65535.0000,52844.0000,41573.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
523,540.59,18498.44,-18498.44,10807.0000,65535.0000,54686.0000,43879.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
524,540.99,18484.49,-18484.49,10111.0000,65535.0000,57166.0000,47055.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
525,541.40,18470.56,-18470.56,10407.0000,65535.0000,56356.0000,45949.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
526,541.81,18456.65,-18456.65,10699.0000,65535.0000,54404.0000,43705.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
527,542.22,18442.77,-18442.77,10713.0000,65535.0000,52564.0000,41851.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
528,542.63,18428.91,-18428.91,11035.0000,65535.0000,52170.0000,41135.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
529,543.03,18415.08,-18415.08,10559.0000,65535.0000,53604.0000,43045.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
530,543.44,18401.26,-18401.26,10395.0000,65535.0000,55714.0000,45319.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
531,543.85,18387.47,-18387.47,11533.0000,65535.0000,56648.0000,45115.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
532,544.26,18373.71,-18373.71,12071.0000,65535.0000,51222.0000,39151.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
533,544.66,18359.96,-18359.96,12997.0000,65535.0000,46936.0000,33939.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
534,545.07,18346.24,-18346.24,13479.0000,65535.0000,49090.0000,35611.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
535,545.48,18332.54,-18332.54,14191.0000,65535.0000,50538.0000,36347.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
536,545.89,18318.87,-18318.87,13717.0000,65535.0000,53648.0000,39931.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
537,546.29,18305.22,-18305.22,12491.0000,65535.0000,55026.0000,42535.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
538,546.70,18291.59,-18291.59,12215.0000,65535.0000,57174.0000,44959.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
539,547.11,18277.98,-18277.98,13239.0000,65535.0000,60022.0000,46783.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
540,547.51,18264.39,-18264.39,13711.0000,65535.0000,61028.0000,47317.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
541,547.92,18250.83,-18250.83,13761.0000,65535.0000,61132.0000,47371.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
542,548.33,18237.29,-18237.29,13639.0000,65535.0000,58544.0000,44905.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
543,548.73,18223.78,-18223.78,13939.0000,65535.0000,59302.0000,45363.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
544,549.14,18210.28,-18210.28,13471.0000,65535.0000,60228.0000,46757.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
545,549.55,18196.81,-18196.81,14203.0000,65535.0000,60500.0000,46297.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
546,549.95,18183.36,-18183.36,14187.0000,65535.0000,61666.0000,47479.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
547,550.36,18169.93,-18169.93,14951.0000,65535.0000,59882.0000,44931.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
548,550.77,18156.52,-18156.52,15471.0000,65535.0000,58052.0000,42581.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
549,551.17,18143.14,-18143.14,15719.0000,65535.0000,53924.0000,38205.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
550,551.58,18129.78,-18129.78,15921.0000,65535.0000,56136.0000,40215.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
551,551.98,18116.44,-18116.44,15707.0000,65535.0000,60602.0000,44895.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
552,552.39,18103.12,-18103.12,15297.0000,65535.0000,61238.0000,45941.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
553,552.80,18089.82,-18089.82,15097.0000,65535.0000,61794.0000,46697.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
554,553.20,18076.55,-18076.55,16529.0000,65535.0000,60782.0000,44253.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
555,553.61,18063.29,-18063.29,17817.0000,65535.0000,60182.0000,42365.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
556,554.01,18050.06,-18050.06,18201.0000,65535.0000,60376.0000,42175.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
557,554.42,18036.85,-18036.85,17959.0000,65535.0000,62220.0000,44261.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
558,554.83,18023.67,-18023.67,17809.0000,65535.0000,65250.0000,47441.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
559,555.23,18010.50,-18010.50,17695.0000,65535.0000,65054.0000,47359.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
560,555.64,17997.36,-17997.36,17751.0000,65535.0000,62584.0000,44833.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
561,556.04,17984.23,-17984.23,17757.0000,65535.0000,58932.0000,41175.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
